name,type,lat,lon,city
Alcohol Shop,alcohol,12.9684968,77.6063205,bangalore
Soulmate,alcohol,12.9598218,77.7478418,bangalore
Madhuloka,alcohol,12.9260094,77.6752616,bangalore
Madhuloka,alcohol,12.9368587,77.6200385,bangalore
Nexus Mall Koramangla,alcohol,12.93419,77.6109248,bangalore
Madhuloka,alcohol,12.9170375,77.6289099,bangalore
Mahalakshmi Liquor Shop,alcohol,13.0039955,77.551299,bangalore
SreeVinayaka Alcohol Shop,alcohol,12.9312664,77.6097492,bangalore
Drops,alcohol,12.914296,77.6383076,bangalore
Barrels,alcohol,12.9559175,77.7296068,bangalore
Madhuloka,alcohol,12.9224463,77.6682635,bangalore
Madhiraa,alcohol,12.9452338,77.579897,bangalore
Spirit Junction,alcohol,12.9604728,77.5294531,bangalore
Muni Wines,alcohol,12.9602214,77.6017286,bangalore
Liquor Mart,alcohol,12.8896649,77.5817024,bangalore
Spiritz Zone,alcohol,12.9784169,77.5531691,bangalore
Unknown,alcohol,12.9919502,77.5457767,bangalore
Unknown,alcohol,12.9975064,77.5499528,bangalore
Metro Spirit,alcohol,13.0671242,77.5600979,bangalore
Sri Manjunatha Wines,alcohol,13.0590978,77.5592692,bangalore
Adhi Wines,alcohol,12.8978678,77.6205859,bangalore
Srinivasa Wines,alcohol,12.9877574,77.5378544,bangalore
Lakshmi Scotch Yard,alcohol,12.887085,77.5819484,bangalore
Spritz & More,alcohol,12.8979332,77.5859652,bangalore
Harish Wines - MRP Outlet,alcohol,12.9656224,77.5954265,bangalore
Dennys Bar,alcohol,12.9166467,77.5971555,bangalore
Mohan Wines,alcohol,12.8944069,77.5815499,bangalore
Harris Wines,alcohol,12.9822237,77.6389424,bangalore
Radha Wines,alcohol,12.983827,77.6408412,bangalore
Radha Wines,alcohol,12.9793264,77.6410206,bangalore
Madira Spirits,alcohol,13.0608187,77.5873,bangalore
Black & White,alcohol,13.0931574,77.5824215,bangalore
Maha Wines,alcohol,12.9744678,77.6395706,bangalore
Kaveri's Honey Pot,alcohol,12.9050379,77.6436802,bangalore
Honey Dews Spirits,alcohol,12.967861,77.653984,bangalore
Swagath Bar,alcohol,12.9648064,77.6572365,bangalore
Sam's Wine Centre,alcohol,12.9709347,77.6051427,bangalore
Blue Bird Wine Centre,alcohol,12.9713557,77.6063804,bangalore
Contessa Wines,alcohol,12.9972226,77.5818843,bangalore
All About Liquor,alcohol,13.0416427,77.5950772,bangalore
Ashwini Bar & Restaurant,alcohol,12.9196251,77.6214314,bangalore
Unknown,alcohol,12.9758182,77.575029,bangalore
G. D. Bar & Restaurant,alcohol,12.9770717,77.5747115,bangalore
The Liquor Library,alcohol,12.9705626,77.7125878,bangalore
Karnataka Liquor Mart,alcohol,13.0666502,77.5960248,bangalore
Liqor Shop,alcohol,12.9732261,77.5990593,bangalore
Unknown,alcohol,12.9974452,77.5494057,bangalore
NS Liquor store,alcohol,12.8763799,77.6396056,bangalore
Tonique,alcohol,12.9763058,77.5991645,bangalore
Royal Stag,alcohol,12.9876889,77.5496471,bangalore
Dewars Wine Stores,alcohol,12.9721525,77.6009498,bangalore
Rose garden,alcohol,12.9994495,77.6247073,bangalore
Top Shelf,alcohol,12.96801,77.7499807,bangalore
Raasa Spirits1,alcohol,13.0489854,77.6035078,bangalore
Liquor Mart,alcohol,12.9433532,77.6215421,bangalore
Manjunatha Liquor,alcohol,12.9512117,77.6224293,bangalore
M.R.P Liquor Shop,alcohol,12.9511568,77.622471,bangalore
Bhumi Spirit,alcohol,12.9388064,77.6260422,bangalore
Chord Road Wines and Spirits,alcohol,13.0028629,77.5502707,bangalore
Baggana UB Spirits,alcohol,12.9133475,77.6325187,bangalore
The Liqor Baron,alcohol,12.9064752,77.5903211,bangalore
Sling Spirits,alcohol,12.906521,77.592566,bangalore
Tonique,alcohol,12.9343273,77.6127983,bangalore
Black & White,alcohol,12.9547702,77.5915257,bangalore
Jai Maruthi Spirits,alcohol,12.9154329,77.6491713,bangalore
Sri Vinutha Bar & Restaurant,alcohol,12.882298,77.5659479,bangalore
Unknown,alcohol,12.9478186,77.593784,bangalore
Red Rock Wines & Spirits,alcohol,12.9458387,77.5960658,bangalore
The Wine Supply Depot,alcohol,12.9742837,77.6016178,bangalore
Cheers,alcohol,12.9149811,77.6102483,bangalore
Balaji Wines,alcohol,13.0344713,77.5572896,bangalore
Century Wines & Spirits,alcohol,12.9200586,77.649421,bangalore
Unknown,alcohol,12.9074435,77.5640097,bangalore
Lalitha Wines,alcohol,12.9998135,77.6158643,bangalore
Liqour Library,alcohol,12.9769384,77.7250069,bangalore
Sam's Wines & Spirits,alcohol,12.9907873,77.61323,bangalore
MRP Wines,alcohol,13.0082672,77.5690972,bangalore
Lakshmi Wines,alcohol,13.0598851,77.5931516,bangalore
Pooja Bar,alcohol,12.9973524,77.5807376,bangalore
Bottle Store,alcohol,12.9321791,77.6321694,bangalore
Maruthi Spirit Zone,alcohol,12.923402,77.6148551,bangalore
The Liquor Store,alcohol,13.0413968,77.6223288,bangalore
Madhuloka,alcohol,13.0019355,77.553083,bangalore
Bottle Shop,alcohol,12.9567985,77.7415409,bangalore
Liquor Boutique,alcohol,12.9949243,77.6977168,bangalore
Victoria Spirits,alcohol,12.9656146,77.7486723,bangalore
Sling,alcohol,12.9572927,77.7451871,bangalore
100 Pipers,alcohol,12.9104021,77.5915317,bangalore
Castle Rock,alcohol,12.9612967,77.6372407,bangalore
Tonique,alcohol,13.0576685,77.6482466,bangalore
Unknown,alcohol,13.0954873,77.5614837,bangalore
P.S Liquor Mart,alcohol,12.9947672,77.6851568,bangalore
Talk - The Authentic Local Kitchen,alcohol,12.9617976,77.7163957,bangalore
Thilak Wines,alcohol,13.0249922,77.5876786,bangalore
Wood Pecker,alcohol,12.995154,77.6665495,bangalore
Pragathi Spirits @ MRP,alcohol,12.9918859,77.6839317,bangalore
Mayuri Wines,alcohol,12.9388234,77.6964281,bangalore
Unknown,school,30.7398162,76.7819163,chandigarh
Kendriya Vidyalya,school,30.7122295,76.7716038,chandigarh
Ankur School,school,30.7232693,76.7861898,chandigarh
Government High School,school,30.7146237,76.7391235,chandigarh
St. Joseph's School,school,30.7773322,76.784948,chandigarh
Gurudwara,place_of_worship,30.7698046,76.7925552,chandigarh
Gurudwara Shri Guru Teg Bahadur Sahib,place_of_worship,30.719436,76.7653265,chandigarh
"Mandir, Sector 22-C",place_of_worship,30.7300711,76.7673683,chandigarh
Gurudwara Sri Guru Singh Sabha,place_of_worship,30.729058,76.7909872,chandigarh
Maszid,place_of_worship,30.7244664,76.7863517,chandigarh
Sai Baba Temple,place_of_worship,30.7118132,76.791435,chandigarh
Unknown,place_of_worship,30.7177626,76.7918668,chandigarh
Unknown,place_of_worship,30.7196714,76.8255624,chandigarh
Hindu Temple,place_of_worship,30.7421484,76.7950924,chandigarh
"Shiv Mandir, Sector 39",place_of_worship,30.7434582,76.726682,chandigarh
Santoshi Mata Mandir,place_of_worship,30.6976554,76.757991,chandigarh
Shiv mandir,place_of_worship,30.769811,76.7920841,chandigarh
Neem tree,place_of_worship,30.7135916,76.7550573,chandigarh
math mandir,place_of_worship,30.7214356,76.7823889,chandigarh
Gurudwara Dukh Niwaran Sahib,place_of_worship,30.7751401,76.810461,chandigarh
Bhawani Mata Mandir,place_of_worship,30.7763753,76.8128707,chandigarh
Ashoka Buddha Vihar,place_of_worship,30.7770732,76.8105179,chandigarh
Shri Radhe Krishna Mandir,place_of_worship,30.7244237,76.7280963,chandigarh
Sanatan Dharm Mandir,place_of_worship,30.7466493,76.7727825,chandigarh
Christ The King Church,place_of_worship,30.7783667,76.7896936,chandigarh
Shani Dev Mandir,place_of_worship,30.7799642,76.7886378,chandigarh
Panchmurti Shiv Mandir Kumaun Nagar,place_of_worship,30.7792241,76.7873817,chandigarh
Shri Dera Thakur Dwara,place_of_worship,30.6803615,76.7959192,chandigarh
Prachin Hanuman Mandir,place_of_worship,30.7132514,76.7788455,chandigarh
Gurudwara Sahib,place_of_worship,30.7336827,76.7679227,chandigarh
Gurdwara Shri Bagh Shaheedan,place_of_worship,30.7161867,76.7536436,chandigarh
shri Radha Krishna mandir,place_of_worship,30.7189756,76.76482,chandigarh
Jai Shiv Triveni Temple,place_of_worship,30.7349002,76.7691523,chandigarh
First Baptist Church,place_of_worship,30.7097395,76.7515713,chandigarh
Isckon temple,place_of_worship,30.7343478,76.7607789,chandigarh
Gurudwara Shri Santsar Sahib,place_of_worship,30.7458218,76.7387587,chandigarh
Sri Jagannath Mandir,place_of_worship,30.7040375,76.7763343,chandigarh
"Karthik Mandir, Chandigarh",place_of_worship,30.7034833,76.7767945,chandigarh
"Shree Gugga Madi Sankat Mochan Hanuman Temple, 20C Chandigarh",place_of_worship,30.7208358,76.7814837,chandigarh
Shri Laxmi Narayan Temple,place_of_worship,30.7209948,76.7807146,chandigarh
Shiv Mandir,place_of_worship,30.7037805,76.776579,chandigarh
Bangle Waali Masjid,place_of_worship,30.7013175,76.7784538,chandigarh
Unknown,place_of_worship,30.7035356,76.7766698,chandigarh
Unknown,alcohol,30.7400389,76.7976083,chandigarh
Unknown,alcohol,30.733256,76.7783556,chandigarh
Kler Wines,alcohol,30.6940122,76.7710887,chandigarh
Empires Store,alcohol,30.7405797,76.78013,chandigarh
Wine Shop,alcohol,30.7425483,76.7874093,chandigarh
The Liquor Estate,alcohol,30.7072657,76.8362403,chandigarh
The Liquor Hub,alcohol,30.7089373,76.7739202,chandigarh
Heritage International School,school,28.5084497,77.166546,delhi
Deep Public School,school,28.5117155,77.1634819,delhi
Unknown,school,28.4896385,77.1384019,delhi
"Delhi Public School, Primary Section",school,28.4295352,77.0525305,delhi
CR Model Public School,school,28.4463106,77.0458728,delhi
Salvan Public School,school,28.4636101,77.0465147,delhi
Stones2milestones,school,28.4539934,77.0783203,delhi
Government Boys and Girls Senior Secondary School,school,28.6114104,76.9877135,delhi
Government(Bada school),school,28.7946905,77.0372885,delhi
Unknown,school,28.5962679,77.177701,delhi
Govt. Girls Senior Secondary School,school,28.573859,77.1842457,delhi
DPS International School,school,28.5697886,77.1783234,delhi
Jose Martin Sarvodya Vidyalya,school,28.5712962,77.1781517,delhi
Ralli International,school,28.644749,77.3756077,delhi
DPS Indirapuram,school,28.6459659,77.3800361,delhi
DPS Indirapuram,school,28.6475454,77.3764446,delhi
"NIIT - New Friends Colony, South Delhi",school,28.5603226,77.2667188,delhi
Unknown,school,28.4616751,77.0787484,delhi
Sumermal Jain Public School,school,28.6300965,77.0940113,delhi
American Montessori,school,28.4850535,77.080977,delhi
Kamla International,school,28.418088,77.0612,delhi
Ratan Devi Girls Senior Sec. School,school,28.6614428,77.2799953,delhi
St. Angels (Jr),school,28.4469205,77.0651743,delhi
St. Angels (Sr),school,28.4419185,77.0695058,delhi
"Delhi Public School, Dwarka",school,28.6059739,77.0479506,delhi
Holy Cross School,school,28.6147687,76.9811687,delhi
Unknown,school,28.6182087,76.9837474,delhi
Krishna Model School,school,28.6060798,76.985117,delhi
Mitraon Govt School,school,28.6067575,76.9396906,delhi
Ujwa Govt School,school,28.5704851,76.9036618,delhi
Govt Primary School Malik Pur,school,28.551102,76.8999464,delhi
Govt Primary School DaryaPur,school,28.552763,76.9075424,delhi
Govt Senior Secondary School,school,28.6024715,76.9317444,delhi
Mohan International School,school,28.6138206,77.366548,delhi
Kendriya Vidhyalya,school,28.6826588,77.1578285,delhi
New Ideal Public School,school,28.5467878,77.2921488,delhi
Jai Bharti Public School,school,28.5464998,77.2925361,delhi
Disha Public School,school,28.5480622,77.2929511,delhi
Jasola Public School,school,28.5483522,77.2930513,delhi
MCD Public School,school,28.5482349,77.2940566,delhi
Bharat Vasisht Vidya Mandir,school,28.4717157,77.1285742,delhi
Cambridge Primary School,school,28.5662292,77.2746488,delhi
Delhi International School,school,28.5642198,77.0578228,delhi
Paramount International School,school,28.5637249,77.0574223,delhi
Basava International School,school,28.5648745,77.055416,delhi
The Indian Heights School,school,28.5618483,77.0527569,delhi
Mount Carmel,school,28.560653,77.0586025,delhi
Guru Nanak Public School,school,28.6699013,77.1326211,delhi
S M Arya Public School,school,28.6721011,77.1337166,delhi
SD Public School,school,28.6677379,77.1393322,delhi
Vishal Bharti Public School,school,28.6776074,77.1002235,delhi
St. Nirankari Public School,school,28.676031,77.1072725,delhi
Rajkiya Pratibha Vikas Vidyalaya,school,28.6757409,77.1066654,delhi
Sarvodaya Vidyalaya,school,28.6750003,77.1058706,delhi
Government Higher Secondary School,school,28.6739957,77.1271291,delhi
Sarvodaya Co-Educational School,school,28.6692325,77.1497669,delhi
Government Senior Secondary School,school,28.6535437,77.1658655,delhi
Sarvodaya Kanya Vidyalaya,school,28.652348,77.1655973,delhi
Govt. Boys HB School,school,28.6541792,77.1660801,delhi
DAV School,school,28.6471225,77.1680059,delhi
Vidya Bhawan Senior Secondary School,school,28.6387283,77.1763691,delhi
Sindhi Higher Secondary School,school,28.6357621,77.1778604,delhi
Manav Sthali School,school,28.6352772,77.1782466,delhi
Andh Kanya Vidyalaya,school,28.6368309,77.1803119,delhi
DI Khan Bharati Sabha Higher Secondary School,school,28.6307618,77.1795502,delhi
Bapu Adarsh Vidyalaya,school,28.6306394,77.1804675,delhi
Swami Dayanand Govt. Sarvodaya Vidyalaya,school,28.6397954,77.1856155,delhi
GD Salwan Public School,school,28.6403133,77.1858677,delhi
Don Bosco School,school,28.5285072,77.2473321,delhi
M B Boys School,school,28.6350118,77.2002755,delhi
govt sec school,school,28.4618627,77.0327425,delhi
Sarvodaya Kanya Senior Secondary School,school,28.6896388,77.1560501,delhi
HIRA YOGA TRAINING KENDER,school,28.7551761,77.1344924,delhi
Unknown,school,28.6927134,77.1114558,delhi
Sahoday Senior Secondary School,school,28.5526424,77.2002206,delhi
St. Peters School,school,28.4139784,77.3139529,delhi
Delhi Public School,school,28.5386253,77.1479893,delhi
Unknown,school,28.425882,77.106348,delhi
Little Ones Public School,school,28.519551,77.2035198,delhi
deepak vaiyas home,school,28.625488,77.1133697,delhi
Chiranjiv Bharati School,school,28.5194596,77.037658,delhi
Swiss Cottage school,school,28.5157955,77.0502838,delhi
MAAC,school,28.5692131,77.2175752,delhi
Govt. School,school,28.714491,77.2164605,delhi
DAV Public School Pushpanjali,school,28.6939915,77.1081266,delhi
Unknown,school,28.697473,77.1370459,delhi
Evolution dance school,school,28.8032691,77.0512991,delhi
Dev Public School.,school,28.6304673,76.9685752,delhi
S.D. Public,school,28.6473887,77.169391,delhi
FORE School of Management,school,28.5370038,77.1849245,delhi
Modern school,school,28.5788563,77.0542962,delhi
Venkateshwara international school,school,28.5889898,77.0389764,delhi
Adarsh World School,school,28.5943755,77.0435682,delhi
Unknown,school,28.6331399,76.9537195,delhi
St. Prayag school,school,28.6918581,77.1168424,delhi
Mount abu junior branch school,school,28.7117973,77.1023916,delhi
Kendrya Vidyalya,school,28.7051428,77.1699743,delhi
المدرسة العراقية,school,28.556265,77.2049515,delhi
Prakash Punj Vidya Sadan,school,28.6701353,77.2840423,delhi
Government SChool,school,28.5611545,77.0591164,delhi
NDMC,school,28.5841578,77.175441,delhi
Government school,school,28.7369367,77.126039,delhi
NC Jindal Public School,school,28.6628679,77.124514,delhi
Bal vikash School,school,28.7330269,76.9009775,delhi
Unknown,school,28.5654935,77.0005244,delhi
Jaganath intl mngt school,school,28.5470179,77.2563459,delhi
Scottish Early Years,school,28.6489732,77.3007936,delhi
Soami Nagar Model School,school,28.5440473,77.2254741,delhi
The Pinnacle School,school,28.5448773,77.2279586,delhi
Soami Nagar Pre-Primary School,school,28.543396,77.2257564,delhi
Ahlcon International School,school,28.6120628,77.2881353,delhi
Government Primary School for the Deaf,school,28.6118017,77.287413,delhi
School for Mentally Retarded Children,school,28.6118221,77.2876138,delhi
Aster Public School,school,28.6096116,77.2896107,delhi
Mount Carmel School (Senior Wing),school,28.5760199,77.1652909,delhi
Unknown,school,28.4736928,77.1217455,delhi
Saint Mary's Junior School,school,28.5123981,77.203907,delhi
BCC Model School,school,28.7396725,77.1193927,delhi
Snehil Frontline Special School,school,28.7397795,77.1195329,delhi
Kids Temple Public School,school,28.7385379,77.1214922,delhi
Alok Bharti Public School,school,28.7364974,77.128777,delhi
DAV Public School,school,28.5743511,77.1727645,delhi
Kendriya Vidyalaya,school,28.5721181,77.1638274,delhi
MC Primary School J-Block Sec-16 Rohini,school,28.7392311,77.1306159,delhi
Delhi International Public School,school,28.7367974,77.1291872,delhi
Modern Delhi International School,school,28.412628,77.3361157,delhi
Rockfield Public School,school,28.734744,77.1248235,delhi
Ryan Shalom Montessori,school,28.7346232,77.1241352,delhi
Government Boys Senior Secondary School,school,28.5730899,77.2335349,delhi
Unknown,school,28.6052898,77.2329222,delhi
Jindal Public School,school,28.6720027,77.3305192,delhi
Fulwari Play School,school,28.659489,77.32234,delhi
Kaviraj Khazan Chand Quetta Dayachand Arya Vedic Senior Secondary School,school,28.5866396,77.2523949,delhi
Holy Angels Senior Secondary School,school,28.6865938,77.3652614,delhi
s6 BHIM Singh ni was,school,28.5309957,77.218045,delhi
SH Computer Education,school,28.5309108,77.2170319,delhi
Sant Nirankari,school,28.535831,77.2177052,delhi
Swarn public school,school,28.5330124,77.2185763,delhi
swarn public school,school,28.5332175,77.219553,delhi
Unknown,school,28.5191896,77.2281724,delhi
Government Boys Senior Secondary School,school,28.4899855,77.1389634,delhi
Lieutenant Atul Kataria School,school,28.4783458,77.0337175,delhi
Government Sarvoday Bal Vidyalaya,school,28.6327017,77.2303905,delhi
Unknown,school,28.6707436,77.2842459,delhi
